Animal_ID,Group_ID,Date,Dry_Days,Days_in_Milk,Is_Milked,Lactation_Num,Yield (gr),Conductivity,Fat (%),Protein (%),Lactose (%),Blood (%),SCC (*1000/ml),Activity (steps/hour),RestTime (minutes),RestBout (#),ProdRate (gr/hour),RestRatio (%),RestRestlessness,RestPerBout (minutes),ActivityDeviation (%)
7255,23,2018-05-03,0,147,1,5,59474,97.0,2.98,2.93,4.43,0.02,671.429,110,763,11,2478,53,16,69,0.0
11067,8,2018-05-03,0,121,1,1,35465,89.0,4.2,3.33,4.67,0.02,105925.27900000001,150,541,13,1477,38,35,42,6.0
9395,5,2018-05-03,0,169,1,1,40012,98.0,3.33,3.18,4.51,0.02,18281.005,196,637,9,1667,44,33,71,23.0
11095,8,2018-05-03,0,120,1,1,53434,100.0,3.07,2.77,4.4,0.04,3404.0820000000003,191,546,11,2226,37,40,50,12.0
6215,5,2018-05-03,0,61,1,2,63192,102.0,2.29,2.93,3.61,0.2,56363.755999999994,237,388,8,2633,29,63,48,34.0
9661,5,2018-05-03,0,80,1,2,32608,105.0,3.68,3.56,4.24,0.11,19815.267,209,-1,-1,1358,-1,-1,-1,50.0
11338,8,2018-05-03,0,81,1,1,38817,96.0,2.91,2.84,4.52,0.02,24154.602000000003,282,550,6,1617,38,47,92,16.0
8731,23,2018-05-04,0,216,1,2,39272,109.0,3.51,3.01,4.54,0.01,7603.263000000001,424,-1,-1,1636,-1,-1,-1,219.0
6320,22,2018-05-04,0,60,1,7,49829,99.0,2.63,3.21,3.47,0.23,101624.862,109,-1,-1,2076,-1,-1,-1,16.0
6296,22,2018-05-04,0,111,1,2,45155,87.0,3.56,3.28,4.61,0.01,287.73900000000003,126,922,10,1881,62,16,92,11.0
8590,23,2018-05-04,0,63,1,3,52979,99.0,2.85,3.02,4.57,0.02,11939.883999999998,124,630,14,2207,44,23,45,10.0
8754,5,2018-05-04,0,64,1,3,47548,104.0,2.12,2.96,4.02,0.12,32960.98,191,-1,-1,1981,-1,-1,-1,12.0
11338,8,2018-05-04,0,82,1,1,41025,95.0,2.79,2.9,4.51,0.03,4709.771,221,634,9,1709,44,39,70,2.0
8825,5,2018-05-04,0,62,1,3,53183,93.0,3.42,3.26,4.54,0.04,2798.9809999999998,209,703,18,2215,49,30,39,25.0
7614,22,2018-05-04,0,73,1,5,51452,104.0,3.52,2.75,4.48,0.03,38.815,100,808,15,2143,54,18,54,-5.0
3873,22,2018-05-04,0,97,1,3,50548,93.0,3.17,2.94,4.56,0.02,11402.502,118,673,7,2106,47,21,96,-2.0
9983,10,2018-05-04,0,92,1,1,35183,96.0,4.08,3.33,4.54,0.05,2243.881,138,805,14,1465,56,20,58,-3.0
11119,6,2018-05-04,0,107,1,1,38175,95.0,3.03,3.14,4.59,0.02,1083.9260000000002,153,649,14,1590,45,26,46,24.0
7667,22,2018-05-04,0,143,1,5,58967,115.0,2.82,3.18,4.34,0.09,545.757,145,808,18,2456,56,19,45,19.0
9599,5,2018-05-04,0,90,1,2,43812,99.0,3.42,2.84,4.52,0.0,10519.614,300,477,6,1825,35,56,80,29.0
11095,8,2018-05-04,0,121,1,1,54855,101.0,2.86,2.78,4.44,0.05,80167.77,169,601,9,2285,42,32,67,1.0
9494,5,2018-05-04,0,91,1,2,48373,96.0,3.17,2.84,3.82,0.35,18238.963,175,463,4,2015,34,42,116,-2.0
98,23,2018-05-04,0,118,1,2,35425,108.0,3.05,3.17,3.73,0.21,24266.112999999998,162,772,14,1476,54,21,55,15.0
7255,23,2018-05-04,0,148,1,5,60173,100.0,2.59,2.84,4.43,0.03,345.14300000000003,111,790,12,2507,55,16,66,-1.0
11235,8,2018-05-04,0,64,1,1,42375,94.0,2.58,3.11,4.59,0.01,110.40700000000001,173,654,10,1765,45,30,65,-1.0
11259,6,2018-05-04,0,78,1,1,31215,87.0,3.54,3.34,4.71,0.02,477.529,210,622,10,1300,43,36,62,19.0
9318,5,2018-05-05,0,108,1,2,45803,95.0,4.39,3.49,4.67,0.04,1786.486,147,721,8,1908,50,24,90,-3.0
8754,5,2018-05-05,0,65,1,3,51333,106.0,2.42,2.8,4.03,0.13,2985.381,211,339,4,2138,24,74,85,22.0
8731,23,2018-05-05,0,217,1,2,40354,110.0,3.49,3.13,3.51,0.08,1093.9560000000001,265,748,14,1681,52,25,53,112.0
11318,8,2018-05-05,0,86,1,1,38900,88.0,3.81,3.47,4.39,0.2,7798.304,152,790,11,1070,55,24,72,-27.0
11322,8,2018-05-05,0,67,1,1,42051,89.0,3.7,3.07,4.72,0.02,121059.864,404,477,7,1752,33,67,68,91.0
7936,5,2018-05-05,0,61,1,2,44574,96.0,3.88,3.31,4.69,0.04,128232.99900000001,260,-1,-1,1857,-1,-1,-1,2.0
6256,5,2018-05-05,0,87,1,2,44436,98.0,3.31,2.94,4.53,0.03,8892.008,462,388,5,1851,26,93,78,208.0
11259,6,2018-05-05,0,79,1,1,32064,86.0,3.77,3.34,4.71,0.02,72.443,209,568,12,1336,39,39,47,14.0
6320,22,2018-05-05,0,61,1,7,48681,100.0,2.55,3.11,3.44,0.23,120503.685,138,826,11,2028,57,16,75,39.0
9978,8,2018-05-05,0,124,1,1,42319,113.0,3.72,3.09,4.56,0.06,21677.039,140,562,12,1763,39,28,47,-2.0
8106,22,2018-05-05,0,131,1,4,31012,92.0,3.01,3.34,4.55,0.03,128.232,142,-1,-1,1292,-1,-1,-1,1.0
4313,5,2018-05-05,0,65,1,3,55987,99.0,2.79,2.44,4.32,0.07,84139.55099999999,86,793,16,2332,56,12,50,-22.0
11283,8,2018-05-05,0,82,1,1,23889,88.0,3.76,3.26,4.5,0.03,152.756,211,646,17,995,45,32,38,9.0
8591,22,2018-05-05,0,65,1,3,51456,100.0,3.04,3.23,4.39,0.05,1573.9820000000002,122,998,13,2144,67,14,77,-5.0
8789,22,2018-05-05,0,103,1,3,45357,103.0,3.28,3.04,4.4,0.06,7413.1,270,472,8,1889,33,65,59,9.0
6268,5,2018-05-05,0,98,1,2,59945,105.0,3.28,2.97,4.43,0.05,257632.265,137,-1,-1,2497,-1,-1,-1,-10.0
11119,6,2018-05-05,0,108,1,1,34130,96.0,3.13,3.13,4.61,0.02,50.815,157,640,16,1422,44,28,40,22.0
98,23,2018-05-05,0,119,1,2,35814,109.0,3.36,3.33,4.5,0.06,15667.516000000001,335,676,15,1492,46,40,45,101.0
9562,23,2018-05-06,0,69,1,2,44933,92.0,3.0,3.28,4.57,0.02,732.824,194,670,10,1872,47,36,67,-12.0
8590,23,2018-05-06,0,65,1,3,56292,95.0,3.43,3.08,4.59,0.04,464.515,131,691,19,2345,48,20,36,7.0
8007,12,2018-05-06,0,106,1,4,45035,100.0,3.75,2.88,4.62,0.03,25941.795,145,565,9,1876,39,26,63,11.0
8627,23,2018-05-06,0,104,1,3,55217,98.0,3.42,2.99,4.66,0.02,360.57800000000003,237,733,10,2300,47,35,73,8.0
6215,5,2018-05-06,0,64,1,2,56914,101.0,2.49,2.85,4.31,0.07,10495.421999999999,217,-1,-1,2371,-1,-1,-1,29.0
8591,22,2018-05-06,0,66,1,3,52014,104.0,2.92,3.16,4.38,0.07,27.605,139,850,13,2167,59,20,65,18.0
11259,6,2018-05-06,0,80,1,1,30415,91.0,3.6,3.34,4.61,0.02,32136.603,191,535,10,1267,37,43,54,6.0
7614,22,2018-05-06,0,75,1,5,43268,102.0,3.12,2.81,4.47,0.02,3419.7929999999997,102,-1,-1,1802,-1,-1,-1,-5.0
835,23,2018-05-06,0,221,1,3,43409,95.0,3.93,3.07,4.5,0.04,11350.103000000001,107,751,14,1808,57,15,54,15.0
6323,23,2018-05-06,0,70,1,2,18243,106.0,3.24,2.74,4.56,0.01,172.583,164,544,9,0,38,31,60,-3.0
4313,10,2018-05-06,0,66,1,3,44836,98.0,2.72,2.74,3.92,0.22,2443.43,133,709,18,1868,49,18,39,23.0
7714,22,2018-05-06,0,219,1,4,42965,99.0,3.73,3.35,4.59,0.03,4036.453,102,-1,-1,1790,-1,-1,-1,4.0
7936,5,2018-05-06,0,62,1,2,44140,95.0,3.76,3.29,4.71,0.04,1610.644,261,-1,-1,1839,-1,-1,-1,9.0
3873,22,2018-05-06,0,99,1,3,49469,92.0,3.17,3.03,4.57,0.01,130.016,171,547,9,2061,38,30,61,13.0
8694,23,2018-05-06,0,63,1,3,44206,89.0,3.67,3.18,4.55,0.04,3250.873,286,115,4,1841,8,284,29,15.0
6268,5,2018-05-06,0,99,1,2,54166,101.0,2.95,2.92,4.44,0.04,20090.926,141,-1,-1,2256,-1,-1,-1,-2.0
11002,8,2018-05-07,0,87,1,1,42539,86.0,3.36,3.33,4.5,0.04,1253.141,175,643,13,1772,44,27,49,-7.0
8754,5,2018-05-07,0,67,1,3,44973,115.0,2.22,3.05,3.51,0.27,6295.058000000001,204,520,4,1873,39,41,130,31.0
8888,23,2018-05-07,0,71,1,3,61053,114.0,2.45,2.86,4.31,0.07,27164.392999999996,149,823,10,2543,55,21,82,1.0
7714,22,2018-05-07,0,220,1,4,44340,98.0,3.94,3.37,4.56,0.04,28.313000000000002,120,-1,-1,1847,-1,-1,-1,14.0
11119,6,2018-05-07,0,110,1,1,34923,97.0,3.11,3.18,4.57,0.02,8260.376,163,703,16,1455,49,26,44,21.0
9627,5,2018-05-07,0,63,1,2,41387,95.0,4.15,3.29,4.72,0.02,419.759,185,592,17,1724,41,33,35,39.0
9686,23,2018-05-07,0,70,1,2,18792,95.0,2.84,3.02,4.49,0.0,240.43599999999998,183,597,16,0,41,34,37,8.0
4000,22,2018-05-07,0,91,1,2,43187,95.0,3.86,3.01,4.58,0.0,19010.773999999998,100,-1,-1,1799,-1,-1,-1,-14.0
6248,5,2018-05-07,0,61,1,2,46592,94.0,2.84,2.78,4.46,0.03,17021.582,198,532,11,1941,34,39,48,8.0
11322,8,2018-05-07,0,69,1,1,40382,87.0,3.89,2.91,4.75,0.01,159.22,235,652,13,1682,45,35,50,10.0
9562,23,2018-05-07,0,70,1,2,45550,93.0,3.12,3.21,4.51,0.02,139636.983,201,745,11,1897,52,31,68,-7.0
11318,8,2018-05-07,0,88,1,1,26929,90.0,3.58,3.53,4.18,0.06,6.237,173,718,9,1122,50,27,80,-16.0
7936,5,2018-05-07,0,63,1,2,45799,96.0,3.8,3.28,4.71,0.05,4875.287,220,424,5,1908,32,55,85,1.0
4019,22,2018-05-07,0,63,1,2,45824,98.0,3.09,3.26,4.57,0.03,1945.36,174,685,9,1909,46,27,76,22.0
8694,23,2018-05-07,0,64,1,3,43875,91.0,3.5,3.14,4.59,0.04,899.497,334,180,4,1828,13,214,45,40.0
9395,5,2018-05-07,0,173,1,1,37085,95.0,3.47,3.24,4.47,0.03,9931.154,173,-1,-1,1545,-1,-1,-1,-5.0
11407,2,2018-05-08,0,49,1,1,21954,95.0,3.63,3.17,4.51,0.05,2786.1220000000003,170,634,15,914,44,30,42,10.0
6215,5,2018-05-08,0,66,1,2,62729,102.0,2.67,2.87,4.28,0.1,22803.41,211,507,6,2613,35,50,84,12.0
11119,6,2018-05-08,0,111,1,1,38828,98.0,3.07,3.14,4.61,0.02,1625.5479999999998,605,495,10,1617,34,90,50,348.0
6268,5,2018-05-08,0,101,1,2,59503,120.0,3.17,3.0,4.41,0.08,1733.8029999999999,138,-1,-1,2479,-1,-1,-1,-6.0
8590,23,2018-05-08,0,67,1,3,54482,100.0,3.38,3.08,4.59,0.03,822.242,130,763,15,2270,53,17,51,20.0
11176,8,2018-05-08,0,154,1,1,33939,88.0,3.19,3.33,4.72,0.0,1273.503,286,652,9,1414,45,42,72,14.0
8363,22,2018-05-08,0,61,1,4,55510,100.0,3.2,3.06,4.48,0.05,3303.695,234,676,11,2312,47,31,61,47.0
9494,5,2018-05-08,0,95,1,2,54131,98.0,3.29,2.93,4.48,0.04,17258.378,197,514,5,2255,36,39,103,10.0
9627,5,2018-05-08,0,64,1,2,42527,87.0,4.05,3.14,4.69,0.01,2786.1220000000003,185,787,13,1771,55,23,61,17.0
9599,10,2018-05-08,0,94,1,2,39074,111.0,3.44,2.92,4.43,0.08,3451.438,165,790,12,1628,55,22,66,-23.0
2293,23,2018-05-08,0,58,1,2,52359,91.0,2.93,2.97,4.57,0.04,10789.466999999999,136,712,15,2181,49,22,47,5.0
6248,5,2018-05-08,0,62,1,2,53661,98.0,2.96,2.82,4.48,0.03,14487.711000000001,160,444,8,2235,31,43,56,-5.0
11002,8,2018-05-08,0,88,1,1,40616,87.0,3.37,3.48,4.31,0.03,1901.0770000000002,219,526,12,1692,38,39,44,18.0
7614,22,2018-05-08,0,77,1,5,48502,100.0,3.41,2.73,4.47,0.01,23768.397999999997,120,-1,-1,2020,-1,-1,-1,18.0
8825,5,2018-05-08,0,66,1,3,55237,94.0,3.63,3.25,4.64,0.03,12078.132,175,-1,-1,2301,-1,-1,-1,11.0
7255,23,2018-05-08,0,152,1,5,56838,100.0,2.71,3.12,3.83,0.18,8770.004,109,-1,-1,2368,-1,-1,-1,-3.0
9487,5,2018-05-08,0,92,1,2,57438,96.0,2.63,2.94,4.38,0.04,3288.5170000000003,177,-1,-1,2393,-1,-1,-1,-1.0
11338,8,2018-05-08,0,86,1,1,41414,96.0,2.59,2.93,4.51,0.02,7345.141,274,592,7,1725,41,42,85,16.0
9307,22,2018-05-08,0,60,1,2,35898,114.0,2.9,2.51,4.65,0.0,630.957,117,508,5,1495,35,25,102,-1.0
10782,23,2018-05-08,0,58,1,2,48545,90.0,2.74,2.99,4.69,0.2,9.705,159,839,21,2022,58,22,40,-12.0
10761,23,2018-05-08,0,58,1,4,56708,107.0,2.91,2.82,4.45,0.03,15848.923999999999,183,742,10,2362,52,25,74,-6.0
8479,12,2018-05-08,0,122,1,3,49876,95.0,3.78,3.01,4.48,0.04,21827.286,164,724,10,2078,50,26,72,9.0
9978,8,2018-05-09,0,128,1,1,42549,94.0,3.57,3.0,4.61,0.01,941.8889999999999,131,724,11,1772,50,20,66,-7.0
8627,23,2018-05-09,0,107,1,3,50757,100.0,3.21,3.03,4.55,0.0,109.14399999999999,260,631,9,2114,44,42,70,18.0
8591,22,2018-05-09,0,69,1,3,54334,102.0,3.11,3.18,4.41,0.03,16330.511999999999,128,826,11,2263,63,16,75,2.0
8888,23,2018-05-09,0,73,1,3,54540,102.0,2.66,2.62,4.39,0.07,1492.793,186,642,7,2272,45,31,92,21.0
8590,23,2018-05-09,0,68,1,3,57981,98.0,3.59,3.1,4.6,0.02,1923.0910000000001,123,604,14,2415,42,23,43,2.0
11176,8,2018-05-09,0,155,1,1,31288,90.0,3.33,3.14,4.76,0.0,814.704,657,409,7,1303,28,134,58,158.0
4019,22,2018-05-09,0,65,1,2,41232,91.0,3.35,3.21,4.6,0.02,259.41700000000003,221,673,12,1718,47,34,56,55.0
11407,8,2018-05-09,0,50,1,1,33924,98.0,2.84,3.02,4.55,0.05,1510.079,324,478,16,1413,33,65,30,72.0
11259,6,2018-05-09,0,83,1,1,29928,86.0,4.0,3.24,4.65,0.02,257.632,229,646,13,1247,41,40,50,19.0
2293,23,2018-05-09,0,59,1,2,54036,90.0,2.74,3.12,4.3,0.0,529.663,142,697,15,2251,48,24,46,11.0
11095,8,2018-05-09,0,126,1,1,48743,106.0,3.11,2.8,4.36,0.05,5296.634,659,393,6,2030,27,128,66,272.0
8106,22,2018-05-09,0,135,1,4,47227,94.0,2.82,3.41,4.31,0.06,555.904,143,925,10,1267,62,19,92,5.0
8731,23,2018-05-09,0,221,1,2,38966,115.0,3.13,2.92,4.54,0.03,140.60399999999998,144,-1,-1,1623,-1,-1,-1,0.0
9307,22,2018-05-09,0,61,1,2,39536,112.0,3.72,2.48,4.64,0.0,10889.305,125,529,10,1647,37,26,53,16.0
10782,23,2018-05-09,0,59,1,2,34766,90.0,2.85,2.93,4.73,0.64,35.075,186,733,14,1448,51,28,52,3.0
7614,22,2018-05-09,0,78,1,5,48128,100.0,3.62,2.74,4.45,0.02,20090.926,110,835,13,2005,58,15,64,11.0
9562,23,2018-05-09,0,72,1,2,43495,94.0,3.05,3.13,4.57,0.0,9794.903,237,688,9,1812,48,36,76,14.0
8694,23,2018-05-09,0,66,1,3,43331,90.0,3.96,3.15,4.62,0.02,65162.858,270,661,8,1805,46,39,83,-2.0
8789,22,2018-05-09,0,107,1,3,50041,108.0,3.46,3.08,4.52,0.07,2792.5440000000003,230,592,5,2085,41,45,118,4.0
9395,5,2018-05-09,0,175,1,1,41121,97.0,3.29,3.17,4.5,0.04,2.051,198,628,9,1713,44,33,70,64.0
6332,23,2018-05-09,0,59,1,2,56602,106.0,2.54,2.82,4.37,0.07,1191.242,152,643,11,2358,45,29,58,3.0
11186,6,2018-05-10,0,61,1,1,43886,105.0,2.57,2.88,4.5,0.07,2365.92,252,312,39,1828,22,94,8,36.0
9599,10,2018-05-10,0,96,1,2,48012,104.0,3.41,2.77,4.54,0.01,299916.415,162,763,14,2000,53,24,54,-9.0
8363,22,2018-05-10,0,63,1,4,57254,97.0,3.1,3.13,4.47,0.04,219.28,253,426,8,2385,30,69,53,43.0
11002,8,2018-05-10,0,90,1,1,40647,84.0,3.62,3.2,4.59,0.02,98.62700000000001,165,694,10,1693,48,25,69,6.0
8590,23,2018-05-10,0,69,1,3,51306,98.0,2.92,2.89,4.69,0.0,20.605999999999998,157,460,9,2137,35,34,51,35.0
9510,5,2018-05-10,0,58,1,2,55656,105.0,2.28,2.49,4.47,0.05,8689.606,198,583,14,2319,41,39,42,22.0
8694,23,2018-05-10,0,67,1,3,40064,88.0,4.2,3.09,4.63,0.03,1432.1879999999999,213,769,6,1669,53,29,128,-22.0
9395,5,2018-05-10,0,176,1,1,42339,100.0,3.24,3.02,4.53,0.01,4742.420999999999,522,252,5,1764,19,180,50,195.0
9454,5,2018-05-10,0,104,1,2,44112,92.0,3.44,2.99,4.69,0.01,625.172,199,586,11,1838,44,35,53,-2.0
6268,5,2018-05-10,0,103,1,2,54572,113.0,3.26,2.83,4.53,0.05,443.608,145,-1,-1,2273,-1,-1,-1,5.0
4019,22,2018-05-10,0,66,1,2,45011,93.0,3.16,3.16,4.62,0.01,1770.109,401,712,12,1875,49,28,59,223.0
9487,5,2018-05-10,0,94,1,2,54840,97.0,2.3,2.87,4.33,0.04,10069.311,169,-1,-1,2285,-1,-1,-1,4.0
6256,5,2018-05-10,0,92,1,2,48959,93.0,3.44,2.77,4.63,0.0,74816.962,152,733,7,2039,49,24,105,11.0
9970,8,2018-05-10,0,129,1,1,33646,109.0,3.29,3.06,4.44,0.05,0.215,149,682,11,1401,47,23,62,9.0
11176,8,2018-05-10,0,156,1,1,30861,85.0,3.46,3.09,4.68,0.0,79250.163,505,868,11,1285,60,24,79,166.0
6248,5,2018-05-10,0,64,1,2,48266,95.0,2.97,2.69,4.61,0.0,5011.87,148,637,9,2011,44,25,71,-18.0
6243,22,2018-05-10,0,62,1,2,41422,103.0,3.24,2.71,4.6,0.01,19.815,145,-1,-1,1725,-1,-1,-1,19.0
9978,8,2018-05-10,0,129,1,1,43563,108.0,3.58,2.91,4.61,0.03,1674.942,149,574,10,1815,40,28,57,1.0
11259,6,2018-05-10,0,84,1,1,32352,86.0,3.96,3.18,4.75,0.01,1380.3829999999998,207,667,12,1348,46,32,56,7.0
8627,23,2018-05-10,0,108,1,3,49224,100.0,3.29,2.88,4.78,0.0,2213.093,239,636,9,2051,44,41,71,14.0
8789,22,2018-05-10,0,108,1,3,50253,111.0,3.42,2.96,4.43,0.05,15995.58,236,601,10,2093,42,43,60,22.0
9307,22,2018-05-10,0,62,1,2,40274,112.0,3.67,2.52,4.64,0.0,3061.9629999999997,114,597,11,1678,41,20,54,7.0
8590,23,2018-05-11,0,70,1,3,64003,100.0,3.43,2.92,4.62,0.0,1004.615,149,805,15,2666,52,21,54,33.0
6268,5,2018-05-11,0,104,1,2,54134,110.0,3.28,2.89,4.48,0.05,440.55400000000003,136,-1,-1,2255,-1,-1,-1,8.0
6215,5,2018-05-11,0,69,1,2,60865,118.0,2.77,2.79,4.34,0.06,933.2539999999999,216,465,6,2536,34,52,78,5.0
8591,22,2018-05-11,0,71,1,3,55286,102.0,2.97,3.04,4.4,0.24,11830.413999999999,114,856,12,2303,62,16,71,-7.0
6243,22,2018-05-11,0,63,1,2,44171,97.0,3.72,2.73,4.61,0.0,16710.908,148,691,13,1840,48,26,53,21.0
7614,22,2018-05-11,0,80,1,5,50456,105.0,3.72,2.6,4.5,0.02,160324.51,88,-1,-1,2102,-1,-1,-1,-9.0
10782,23,2018-05-11,0,61,1,2,48983,90.0,2.99,2.96,4.72,0.0,950.605,164,866,14,2040,60,22,62,-7.0
8754,5,2018-05-11,0,71,1,3,49419,110.0,3.09,2.91,4.24,0.08,99540.57400000001,210,576,5,2059,40,38,115,17.0
11121,8,2018-05-11,0,80,1,1,40880,93.0,3.96,3.26,4.56,0.02,102093.90699999999,259,285,10,1703,20,114,28,19.0
8731,23,2018-05-11,0,223,1,2,36293,130.0,3.81,2.94,4.57,0.02,153.461,160,925,10,1512,62,18,92,13.0
7667,22,2018-05-11,0,150,1,5,57206,122.0,2.52,2.68,4.4,0.05,19724.23,130,586,10,2383,41,29,59,6.0
8627,23,2018-05-11,0,109,1,3,48128,111.0,3.52,3.11,4.67,0.01,35075.193,619,-1,-1,2005,-1,-1,-1,208.0
6296,22,2018-05-11,0,118,1,2,44305,93.0,3.47,3.21,4.7,0.01,39.902,116,853,7,1846,59,17,122,17.0
6248,5,2018-05-11,0,65,1,2,50664,95.0,3.07,2.7,4.64,0.0,508.159,173,502,8,2111,35,38,63,9.0
9637,5,2018-05-11,0,60,1,2,53914,105.0,2.48,2.44,4.5,0.03,79799.459,158,531,11,2246,37,34,48,-6.0
8106,22,2018-05-11,0,137,1,4,52462,92.0,3.33,3.09,4.6,0.02,8394.595,162,-1,-1,2185,-1,-1,-1,26.0
8363,22,2018-05-11,0,64,1,4,54588,100.0,3.15,2.95,4.55,0.06,5308.843000000001,217,568,8,2274,39,40,71,20.0
9562,23,2018-05-11,0,74,1,2,39628,94.0,3.13,3.25,4.44,0.0,143218.835,199,772,13,1651,54,30,59,14.0
9414,5,2018-05-11,0,118,1,2,59818,111.0,3.13,2.75,4.37,0.06,52360.027,188,-1,-1,2492,-1,-1,-1,25.0
8540,22,2018-05-11,0,197,1,3,41468,102.0,3.32,2.69,4.54,0.01,2162.718,205,442,10,1727,32,44,44,17.0
11407,8,2018-05-11,0,52,1,1,34612,106.0,3.0,2.89,4.55,0.03,14588.143,178,657,12,1442,46,30,55,-4.0
6332,23,2018-05-11,0,61,1,2,50025,107.0,2.77,2.83,4.37,0.06,25882.135,145,610,7,2084,42,29,87,7.0
9661,5,2018-05-11,0,88,1,2,32355,102.0,3.64,3.26,4.44,0.17,6367.953,447,-1,-1,1348,-1,-1,-1,200.0
2293,23,2018-05-12,0,62,1,2,49710,96.0,3.21,2.92,4.62,0.0,3899.42,133,817,17,2071,57,18,48,4.0
9978,8,2018-05-12,0,131,1,1,41969,104.0,4.12,3.02,4.58,0.01,3962.78,134,616,14,1748,43,27,44,-2.0
8655,23,2018-05-12,0,154,1,3,37125,90.0,3.89,3.3,4.33,0.07,268534.38300000003,131,703,11,1546,49,21,64,-2.0
11002,8,2018-05-12,0,92,1,1,40807,83.0,3.57,3.13,4.58,0.03,9749.892,181,580,10,1700,41,30,58,2.0
8731,23,2018-05-12,0,224,1,2,35025,116.0,3.37,2.97,4.61,0.0,984.0110000000001,162,733,10,1459,53,23,73,12.0
8825,5,2018-05-12,0,70,1,3,52114,93.0,3.53,3.05,4.74,0.02,3235.938,167,-1,-1,2171,-1,-1,-1,3.0
8007,12,2018-05-12,0,112,1,4,44255,96.0,3.89,2.93,4.61,0.01,2037.0420000000001,129,-1,-1,1843,-1,-1,-1,1.0
98,23,2018-05-12,0,126,1,2,34601,104.0,3.28,3.2,4.46,0.04,400.866,174,805,16,1441,57,23,50,8.0
8479,12,2018-05-12,0,126,1,3,42911,98.0,3.9,2.84,4.64,0.04,459.19800000000004,146,730,9,1787,55,21,81,1.0
10782,23,2018-05-12,0,62,1,2,50807,95.0,2.87,2.83,4.69,0.29,108.39200000000001,178,841,14,2116,58,23,60,2.0
6215,5,2018-05-12,0,70,1,2,60425,98.0,2.84,2.85,4.27,0.07,26791.681,240,-1,-1,2517,-1,-1,-1,14.0
8754,5,2018-05-12,0,72,1,3,51961,109.0,2.7,2.81,4.23,0.08,3341.9509999999996,193,-1,-1,2165,-1,-1,-1,12.0
9686,23,2018-05-12,0,75,1,2,54896,96.0,3.06,2.8,4.61,0.01,180.301,179,616,16,2287,43,36,38,3.0
8627,23,2018-05-12,0,110,1,3,47234,93.0,3.95,3.04,4.66,0.0,52601.75,196,-1,-1,1968,-1,-1,-1,-14.0
8363,22,2018-05-12,0,65,1,4,56077,98.0,3.63,2.98,4.59,0.05,765.596,181,778,5,2336,54,25,156,-1.0
11186,6,2018-05-12,0,63,1,1,44059,105.0,2.57,2.91,4.31,0.07,1006.931,269,418,20,1835,29,62,21,21.0
11407,8,2018-05-12,0,53,1,1,35463,96.0,3.17,2.96,4.57,0.03,2032.3570000000002,186,778,12,1477,54,24,65,1.0
9599,10,2018-05-12,0,98,1,2,47677,122.0,3.5,2.9,4.45,0.0,9885.528,175,670,11,1986,51,28,61,-5.0
4019,22,2018-05-12,0,68,1,2,46959,92.0,3.5,3.15,4.63,0.01,108143.493,130,-1,-1,1956,-1,-1,-1,1.0
8694,10,2018-05-12,0,69,1,3,17134,92.0,5.67,3.08,4.3,0.08,6025.592,205,480,3,713,36,37,160,-23.0
9414,5,2018-05-12,0,119,1,2,58375,108.0,3.0,2.72,4.34,0.07,2570.394,177,-1,-1,2432,-1,-1,-1,10.0
11235,8,2018-05-12,0,72,1,1,40350,94.0,2.95,2.97,4.6,0.0,1016.248,165,624,10,1681,43,29,62,1.0
9307,22,2018-05-12,0,64,1,2,38824,106.0,3.68,2.62,4.68,0.01,298.538,95,652,10,1617,47,18,65,-5.0
9599,10,2018-05-13,0,99,1,2,46993,101.0,3.5,2.71,4.61,0.0,274789.497,153,832,15,1958,53,24,55,-15.0
9487,5,2018-05-13,0,97,1,2,58118,95.0,2.88,2.78,4.43,0.03,1496.236,188,-1,-1,2421,-1,-1,-1,5.0
11176,8,2018-05-13,0,159,1,1,30701,83.0,3.56,3.02,4.64,0.0,74644.9,190,856,12,1279,55,29,71,-22.0
9970,8,2018-05-13,0,132,1,1,32709,129.0,3.4,3.02,4.3,0.07,459.19800000000004,125,651,11,1362,45,23,59,9.0
4313,5,2018-05-13,0,73,1,3,55350,102.0,2.98,2.4,4.5,0.05,13091.822,129,-1,-1,2306,-1,-1,-1,16.0
11259,6,2018-05-13,0,87,1,1,31989,85.0,3.94,3.21,4.78,0.0,562.341,211,490,9,1332,34,50,54,4.0
8479,12,2018-05-13,0,127,1,3,51829,97.0,4.03,2.78,4.66,0.03,56.885,167,796,9,2159,51,25,88,6.0
11186,6,2018-05-13,0,64,1,1,44181,105.0,2.94,2.76,4.51,0.06,2897.342,234,453,23,1840,31,58,20,2.0
10761,23,2018-05-13,0,63,1,4,58196,109.0,3.11,2.65,4.52,0.0,5821.03,170,802,8,2424,56,22,100,14.0
6248,5,2018-05-13,0,67,1,2,48177,97.0,2.93,2.7,4.6,0.0,131.219,147,-1,-1,2007,-1,-1,-1,-12.0
11235,8,2018-05-13,0,73,1,1,39699,93.0,2.86,2.96,4.59,0.0,1778.279,154,712,11,1654,49,26,65,3.0
9637,5,2018-05-13,0,62,1,2,51101,108.0,2.91,2.53,4.49,0.02,81470.475,153,-1,-1,2129,-1,-1,-1,-3.0
9510,5,2018-05-13,0,61,1,2,52387,106.0,2.48,2.64,4.37,0.06,1879.317,193,-1,-1,2182,-1,-1,-1,9.0
