Animal_ID,Group_ID,Date,Dry_Days,Days_in_Milk,Is_Milked,Lactation_Num,Yield (gr),Conductivity,Fat (%),Protein (%),Lactose (%),Blood (%),SCC (*1000/ml),Activity (steps/hour),RestTime (minutes),RestBout (#),ProdRate (gr/hour),RestRatio (%),RestRestlessness,RestPerBout (minutes),ActivityDeviation (%)
11376,8,2018-06-09,0,83,1,1,26715,89.0,3.68,3.14,4.48,0.07,4666.595,193,556,8,1113,39,39,70,10.0
11318,8,2018-06-09,0,121,1,1,38201,89.0,3.84,3.2,4.57,0.01,5345.645,164,676,11,1115,47,28,61,0.0
3873,22,2018-06-09,0,133,1,3,45958,92.0,3.09,2.89,4.65,0.0,16943.381,135,618,8,1914,43,25,77,26.0
3876,22,2018-06-09,0,122,1,3,46772,99.0,3.39,3.11,4.57,0.03,176.197,157,534,11,1948,37,30,49,29.0
6320,22,2018-06-09,0,96,1,7,44730,103.0,3.21,2.98,4.4,0.07,83945.957,109,-1,-1,1863,-1,-1,-1,3.0
9523,23,2018-06-09,0,66,1,2,51516,93.0,2.88,3.0,4.32,0.03,38904.528,187,544,9,2146,38,38,60,18.0
6308,22,2018-06-09,0,79,1,2,36793,95.0,2.86,3.09,4.24,0.09,2432.2039999999997,186,526,5,1533,37,38,105,-1.0
9612,23,2018-06-09,0,75,1,2,43648,96.0,3.15,2.87,4.45,0.03,580764.335,121,754,10,1818,52,20,75,6.0
5046,23,2018-06-09,0,79,1,2,41312,97.0,3.34,3.31,4.55,0.05,4385.308,175,655,9,1721,46,30,73,12.0
8341,23,2018-06-09,0,65,1,4,47508,107.0,3.0,2.61,4.58,0.0,116949.895,197,639,17,1979,43,31,38,43.0
9626,23,2018-06-09,0,76,1,2,45985,95.0,3.34,2.69,4.59,0.02,5420.0109999999995,179,499,4,1916,35,35,125,13.0
8669,23,2018-06-09,0,185,1,3,36491,101.0,4.24,2.76,4.69,0.0,25703.947999999997,156,808,13,1520,56,20,62,-6.0
7667,22,2018-06-09,0,179,1,5,56959,114.0,2.35,2.81,4.12,0.05,1548.816,146,796,13,2373,53,20,61,0.0
5029,5,2018-06-09,0,62,1,2,42829,102.0,3.49,2.75,4.74,0.0,19230.913,228,502,6,1784,35,45,84,34.0
6256,5,2018-06-09,0,122,1,2,48424,91.0,3.56,2.84,4.64,0.0,32885.178,181,546,10,2017,40,36,55,28.0
10762,12,2018-06-09,0,71,1,5,46425,99.0,3.13,2.83,4.55,0.05,62230.049000000006,180,499,7,1934,35,37,71,22.0
9425,5,2018-06-09,0,62,1,2,43924,95.0,3.55,3.34,4.47,0.05,6412.098000000001,188,-1,-1,1830,-1,-1,-1,20.0
6265,23,2018-06-09,0,61,1,2,35691,88.0,3.41,3.26,4.68,0.06,47.424,123,781,9,1487,57,15,87,32.0
8789,22,2018-06-09,0,138,1,3,38519,129.0,3.51,2.98,4.28,0.11,82603.76,250,-1,-1,1604,-1,-1,-1,15.0
11139,6,2018-06-09,0,140,1,1,36780,87.0,3.13,2.92,4.69,0.0,12359.473999999998,175,712,7,1532,49,27,102,16.0
10778,5,2018-06-09,0,70,1,2,53027,96.0,3.65,3.03,4.64,0.01,22284.354,174,730,11,2209,53,25,66,12.0
8825,5,2018-06-09,0,98,1,3,46228,90.0,3.57,2.9,4.7,0.02,11455.128999999999,180,-1,-1,1926,-1,-1,-1,3.0
11195,8,2018-06-09,0,107,1,1,40292,94.0,3.19,3.13,4.62,0.04,51999.609000000004,166,478,12,1678,33,41,40,6.0
11407,8,2018-06-09,0,81,0,1,12976,0.0,3.24,3.06,4.56,0.0,0.0,181,-1,-1,0,-1,-1,-1,7.0
9425,5,2018-06-10,0,63,1,2,48636,93.0,3.25,3.12,4.47,0.03,98.62700000000001,178,339,8,2026,24,62,42,18.0
8341,23,2018-06-10,0,66,1,4,48200,104.0,2.55,2.49,4.48,0.0,920.449,198,409,17,2008,28,50,24,17.0
6320,22,2018-06-10,0,97,1,7,45169,98.0,3.21,3.08,4.1,0.08,4255.985,133,-1,-1,1882,-1,-1,-1,20.0
11420,8,2018-06-10,0,54,1,1,39118,88.0,3.27,2.76,4.6,0.0,16519.615,187,604,9,1062,42,33,67,7.0
11139,6,2018-06-10,0,141,1,1,36334,86.0,3.09,2.9,4.6,0.0,73.113,169,664,9,1005,46,30,74,10.0
11087,8,2018-06-10,0,143,1,1,41024,103.0,3.45,2.9,4.62,0.01,4819.478,543,-1,-1,1709,-1,-1,-1,223.0
2293,23,2018-06-10,0,91,1,2,52046,89.0,2.92,2.8,4.4,0.0,1442.115,177,715,13,2168,50,24,55,25.0
11244,6,2018-06-10,0,89,1,1,42317,88.0,3.46,2.86,4.71,0.0,626.613,248,631,18,1763,44,35,35,16.0
7614,22,2018-06-10,0,110,1,5,47110,100.0,3.79,2.61,4.48,0.0,74989.42,100,-1,-1,1962,-1,-1,-1,4.0
5029,5,2018-06-10,0,63,1,2,43266,103.0,3.43,2.75,4.72,0.02,191866.87,230,411,5,1802,29,61,82,26.0
8976,23,2018-06-10,0,65,1,3,33821,85.0,3.92,2.91,4.73,0.01,355.631,123,775,9,1409,54,18,86,5.0
8669,23,2018-06-10,0,186,1,3,40423,103.0,4.37,2.71,4.65,0.0,476430.434,152,673,11,1684,51,23,61,9.0
11407,8,2018-06-10,0,82,1,1,29252,92.0,3.04,3.02,4.63,0.0,113762.664,176,-1,-1,1218,-1,-1,-1,-2.0
6208,5,2018-06-10,0,65,1,2,49324,92.0,3.51,3.03,4.72,0.0,2032.3570000000002,186,721,15,2055,50,28,48,47.0
8591,22,2018-06-10,0,101,1,3,63717,98.0,2.73,2.68,3.78,0.05,2254.24,214,736,11,2654,51,25,67,71.0
9523,23,2018-06-10,0,67,1,2,52117,95.0,2.63,3.03,4.52,0.04,154.525,226,582,10,2171,40,36,58,14.0
8817,23,2018-06-10,0,81,1,3,43849,87.0,3.5,3.11,4.65,0.04,19633.612,126,853,9,1827,59,14,95,24.0
11391,8,2018-06-10,0,78,1,1,34416,93.0,3.76,3.34,4.69,0.03,86099.36300000001,220,594,11,1434,41,43,54,9.0
6280,23,2018-06-10,0,60,1,2,44962,94.0,3.09,2.95,4.14,0.04,3435.5809999999997,122,754,13,1873,52,19,58,2.0
8754,5,2018-06-10,0,101,1,3,49525,111.0,2.58,2.84,4.09,0.11,399944.967,225,373,5,2063,28,67,75,32.0
6265,23,2018-06-10,0,62,1,2,37501,91.0,3.37,3.31,4.7,0.07,2094.112,119,736,10,1562,51,19,74,59.0
9616,5,2018-06-10,0,63,1,2,54054,92.0,3.34,3.08,4.64,0.44,9015.709,153,426,9,2252,30,44,47,12.0
8106,22,2018-06-10,0,167,1,4,48546,93.0,3.03,3.21,4.42,0.02,10641.428,157,-1,-1,2022,-1,-1,-1,27.0
9657,23,2018-06-10,0,70,1,2,50961,100.0,2.96,2.69,4.55,0.04,3090.2929999999997,156,736,8,2123,51,22,92,22.0
9612,23,2018-06-10,0,76,1,2,46235,102.0,2.74,2.89,4.43,0.02,1636.817,131,724,10,1926,50,20,72,9.0
9970,8,2018-06-10,0,160,1,1,30810,110.0,3.55,3.06,4.26,0.08,17864.869,158,642,11,1283,45,25,58,3.0
6248,5,2018-06-11,0,96,1,2,45186,91.0,3.05,2.58,4.5,0.0,7194.486999999999,130,697,10,1209,47,23,70,7.0
8185,23,2018-06-11,0,64,1,4,47351,103.0,2.98,3.04,4.59,0.01,8689.606,123,-1,-1,1972,-1,-1,-1,0.0
6265,23,2018-06-11,0,63,1,2,41859,91.0,3.68,3.29,4.65,0.08,2691.533,94,832,11,1744,58,15,76,22.0
9425,5,2018-06-11,0,64,1,2,44158,93.0,3.42,3.22,4.53,0.03,31550.051,172,520,7,1839,36,37,74,26.0
9494,5,2018-06-11,0,129,1,2,46372,93.0,3.53,2.75,4.58,0.02,325.836,181,-1,-1,1932,-1,-1,-1,18.0
11278,8,2018-06-11,0,81,1,1,35913,108.0,3.23,2.92,4.4,0.11,443.608,231,679,10,1496,47,38,68,24.0
9627,5,2018-06-11,0,98,1,2,42348,87.0,4.16,2.84,4.83,0.01,12502.593,155,745,10,1764,52,24,74,7.0
8694,23,2018-06-11,0,99,1,3,51562,93.0,3.69,3.05,4.69,0.02,108.14299999999999,327,363,6,2148,24,95,60,7.0
9618,12,2018-06-11,0,68,1,2,45214,95.0,3.2,3.19,4.33,0.08,12133.891000000001,221,288,3,1883,20,85,96,25.0
8926,23,2018-06-11,0,70,1,3,59150,101.0,2.89,2.87,4.48,0.03,24266.112999999998,138,781,9,2464,54,20,87,4.0
9523,23,2018-06-11,0,68,1,2,56331,93.0,2.71,2.94,4.44,0.05,1093.9560000000001,211,412,7,2347,29,58,59,11.0
8976,23,2018-06-11,0,66,1,3,35195,87.0,3.89,2.92,4.72,0.01,995.405,141,694,11,1466,48,21,63,28.0
8991,12,2018-06-11,0,70,1,3,57073,108.0,3.12,2.71,4.64,0.02,23120.639,125,433,7,2378,30,34,62,4.0
11318,8,2018-06-11,0,123,1,1,25906,87.0,3.65,3.12,4.34,0.01,25.941,182,715,10,580,50,31,72,12.0
9983,6,2018-06-11,0,130,1,1,27863,89.0,3.89,3.2,4.66,0.05,12705.743,137,607,9,1160,42,27,67,-4.0
11391,8,2018-06-11,0,79,1,1,31841,88.0,4.12,3.37,4.58,0.04,17338.033,251,394,7,1326,27,72,56,22.0
8817,23,2018-06-11,0,82,1,3,45072,90.0,3.68,3.1,4.64,0.03,2275.096,99,874,12,1878,61,13,73,-4.0
11030,6,2018-06-11,0,78,1,1,44284,97.0,3.28,3.06,4.53,0.04,2792.5440000000003,169,439,10,1845,31,46,44,29.0
8825,5,2018-06-11,0,100,1,3,49536,89.0,3.56,3.0,4.77,0.02,2233.572,180,637,11,2064,44,32,58,18.0
5061,5,2018-06-11,0,65,1,2,51624,102.0,2.94,3.0,4.31,0.07,1749.846,221,-1,-1,2151,-1,-1,-1,20.0
7667,22,2018-06-11,0,181,1,5,49285,121.0,2.67,2.84,3.94,0.09,116949.895,156,696,9,2053,51,24,77,-1.0
8087,10,2018-06-11,0,81,1,4,46459,98.0,3.45,3.07,4.54,0.07,2985.381,187,493,8,1935,34,39,62,36.0
2282,23,2018-06-11,0,66,1,2,59773,96.0,3.22,2.86,4.6,0.01,1370.882,161,670,11,2490,47,27,61,22.0
8106,22,2018-06-11,0,168,1,4,47449,93.0,2.87,3.22,4.42,0.03,15.17,120,784,12,1327,60,18,65,-3.0
11087,8,2018-06-11,0,144,1,1,35418,93.0,3.84,2.94,4.65,0.02,2728.9759999999997,235,-1,-1,1475,-1,-1,-1,17.0
8164,23,2018-06-11,0,65,1,4,55300,102.0,2.72,2.9,4.56,0.02,8375.29,195,694,17,2304,48,28,41,33.0
6294,23,2018-06-12,0,64,1,2,46489,98.0,3.86,2.88,4.58,0.01,38282.49,136,376,10,1937,26,42,38,14.0
9307,10,2018-06-12,0,95,1,2,50710,107.0,2.99,2.69,4.66,0.01,8375.29,154,583,13,2112,40,28,45,11.0
9251,23,2018-06-12,0,69,1,2,48831,100.0,2.95,2.82,4.65,0.01,5176.065,146,694,9,2034,48,24,77,-1.0
9425,5,2018-06-12,0,65,1,2,49945,94.0,3.42,3.16,4.46,0.06,6839.116999999999,167,451,8,2081,31,40,56,17.0
11391,8,2018-06-12,0,80,1,1,36136,89.0,3.98,3.3,4.56,0.05,1945.36,240,604,12,1505,42,47,50,14.0
7011,23,2018-06-12,0,70,1,6,53185,92.0,3.53,3.26,4.49,0.04,25.003,167,517,8,2216,37,34,65,0.0
11278,8,2018-06-12,0,82,1,1,29259,109.0,3.18,3.07,4.35,0.11,24490.627999999997,254,622,10,1219,43,47,62,40.0
7255,23,2018-06-12,0,187,1,5,53411,103.0,2.4,2.75,4.29,0.03,732824.146,94,974,12,2225,68,11,81,0.0
11030,6,2018-06-12,0,79,1,1,49111,98.0,3.31,3.0,4.55,0.06,97723.67,190,483,7,2046,34,41,69,19.0
4934,23,2018-06-12,0,70,1,2,44129,93.0,3.44,3.15,4.55,0.05,5780.960999999999,181,835,7,1838,56,24,119,40.0
8991,12,2018-06-12,0,71,1,3,56882,105.0,3.41,2.66,4.58,0.02,5370.318,133,426,10,2370,30,35,43,6.0
11407,8,2018-06-12,0,84,1,1,24549,95.0,3.17,2.83,4.42,0.03,154.881,134,814,12,578,59,19,68,-16.0
8694,23,2018-06-12,0,100,1,3,52197,91.0,3.33,2.73,4.12,0.0,187.93099999999998,307,295,4,2174,20,107,74,-1.0
8590,23,2018-06-12,0,102,1,3,57067,101.0,3.21,2.88,4.56,0.02,53703.181,144,574,8,2377,44,24,72,24.0
5063,22,2018-06-12,0,56,1,2,40464,90.0,3.08,3.33,4.59,0.04,2570.394,146,-1,-1,1686,-1,-1,-1,33.0
6243,22,2018-06-12,0,95,1,2,46552,93.0,3.46,2.66,4.61,0.0,10665.958,122,781,11,1939,54,17,71,10.0
8789,22,2018-06-12,0,141,1,3,41602,142.0,3.08,2.76,4.12,0.2,231206.64899999998,222,634,5,1733,44,41,127,4.0
11296,6,2018-06-12,0,79,1,1,41591,95.0,3.39,2.73,4.67,0.01,3935.5029999999997,184,520,15,1732,36,40,35,14.0
9612,23,2018-06-12,0,78,1,2,46301,98.0,2.83,2.93,4.44,0.03,29922.634,141,652,9,1929,45,23,72,14.0
9630,5,2018-06-12,0,66,1,2,47823,98.0,3.25,3.0,4.54,0.04,4954.503,184,691,7,1992,48,28,99,22.0
3305,23,2018-06-12,0,64,1,3,59352,96.0,3.18,3.22,4.39,0.06,213796.171,192,670,9,2473,49,28,74,37.0
8979,22,2018-06-12,0,60,1,3,56457,92.0,3.31,3.0,4.63,0.05,64863.413,142,-1,-1,2352,-1,-1,-1,-5.0
9618,12,2018-06-12,0,69,1,2,46296,95.0,3.06,3.03,4.33,0.06,60117.346,233,466,5,1929,32,51,93,23.0
11420,8,2018-06-12,0,56,1,1,42119,93.0,3.4,2.71,4.57,0.01,16443.72,455,511,7,1754,36,75,73,181.0
11347,8,2018-06-12,0,87,1,1,36616,96.0,3.52,2.89,4.61,0.09,14256.069,225,643,13,1525,45,32,49,28.0
6296,22,2018-06-12,0,150,1,2,49373,91.0,3.27,3.2,4.73,0.02,1124.605,163,673,8,2057,46,28,84,25.0
170,12,2018-06-12,0,57,1,2,46810,94.0,3.28,3.06,4.62,0.0,1004.615,119,544,12,1950,37,25,45,25.0
11095,8,2018-06-12,0,160,1,1,50334,109.0,3.29,2.66,4.38,0.06,17377.999,252,595,10,2097,42,44,60,52.0
7735,22,2018-06-12,0,61,1,5,64402,95.0,3.0,2.86,4.43,0.05,9120.109,145,558,4,2683,39,29,140,13.0
2293,23,2018-06-12,0,93,1,2,52151,92.0,2.91,2.8,4.63,0.0,1552.386,142,700,13,2172,49,23,54,-3.0
9596,5,2018-06-12,0,73,1,2,57281,91.0,3.21,3.06,4.58,0.03,14689.256000000001,176,579,7,2386,40,32,83,11.0
5046,23,2018-06-12,0,82,1,2,37694,99.0,3.44,3.29,4.57,0.05,946.2360000000001,147,754,10,1570,52,23,75,-1.0
2282,23,2018-06-12,0,67,1,2,60155,97.0,3.04,2.86,4.54,0.03,1367.729,141,751,13,2506,52,20,58,0.0
4369,22,2018-06-13,0,87,1,2,53830,105.0,2.97,2.64,4.36,0.06,25585.857999999997,165,682,8,2242,48,25,85,14.0
9637,5,2018-06-13,0,93,1,2,58978,107.0,2.54,2.6,4.32,0.04,25763.226000000002,186,-1,-1,2457,-1,-1,-1,20.0
11407,8,2018-06-13,0,85,1,1,26372,96.0,2.98,3.1,4.57,0.03,5432.504,137,823,14,1098,55,24,59,-10.0
7255,23,2018-06-13,0,188,1,5,55731,100.0,3.15,2.79,4.32,0.05,45708.802,93,934,14,2322,65,12,67,16.0
7614,22,2018-06-13,0,113,1,5,44062,98.0,3.34,2.44,4.12,0.02,48.305,105,684,11,1835,48,20,62,7.0
10762,12,2018-06-13,0,75,1,5,54176,96.0,3.03,2.99,4.41,0.07,1923.0910000000001,166,357,6,2257,25,53,60,14.0
6332,23,2018-06-13,0,94,1,2,51898,95.0,2.73,2.83,4.32,0.05,9036.491,212,688,11,2162,48,25,63,64.0
3305,23,2018-06-13,0,65,1,3,59311,91.0,3.35,3.22,4.44,0.06,5470.158,146,850,14,2471,57,20,61,-4.0
9487,5,2018-06-13,0,128,1,2,51739,93.0,2.84,2.97,4.46,0.04,139315.697,222,600,10,2155,42,40,60,51.0
8825,5,2018-06-13,0,102,1,3,54131,90.0,3.73,3.2,4.69,0.05,1016.248,187,-1,-1,2255,-1,-1,-1,11.0
10778,5,2018-06-13,0,74,1,2,52840,91.0,3.31,3.09,4.58,0.03,24154.602000000003,189,544,15,2201,39,38,36,35.0
2293,23,2018-06-13,0,94,1,2,46923,90.0,2.89,2.9,4.52,0.02,17947.343,149,667,17,1955,46,25,39,2.0
8627,23,2018-06-13,0,142,1,3,46729,100.0,3.46,3.08,4.59,0.03,158.489,311,727,13,1947,51,31,56,52.0
6320,22,2018-06-13,0,100,1,7,50513,103.0,3.33,3.1,4.35,0.08,688.6519999999999,124,-1,-1,2104,-1,-1,-1,17.0
9523,23,2018-06-13,0,70,1,2,47590,98.0,2.95,3.06,4.39,0.33,3427.676,197,553,10,1982,38,38,55,8.0
5063,22,2018-06-13,0,57,1,2,38280,91.0,3.24,3.4,4.56,0.05,3006.077,127,-1,-1,1595,-1,-1,-1,9.0
6256,5,2018-06-13,0,126,1,2,48373,90.0,3.49,2.98,4.48,0.02,496.592,160,-1,-1,2015,-1,-1,-1,2.0
5061,5,2018-06-13,0,67,1,2,54190,106.0,2.99,3.38,4.09,0.07,63.533,292,598,6,2257,43,49,100,35.0
11244,6,2018-06-13,0,92,1,1,42639,89.0,3.33,3.0,4.68,0.02,405.50800000000004,176,685,15,1776,48,30,46,-13.0
8007,12,2018-06-13,0,144,1,4,43561,95.0,3.61,2.87,4.57,0.03,1150.8,117,697,11,1815,48,22,63,7.0
5029,5,2018-06-13,0,66,1,2,45834,105.0,3.98,2.88,4.58,0.03,5861.383000000001,196,-1,-1,1909,-1,-1,-1,12.0
8479,12,2018-06-13,0,158,1,3,45054,97.0,3.79,2.83,4.58,0.04,5520.775,215,475,9,1877,33,48,53,23.0
9983,6,2018-06-13,0,132,1,1,28897,87.0,4.04,3.31,4.61,0.05,24.266,167,-1,-1,1204,-1,-1,-1,15.0
6280,23,2018-06-13,0,63,1,2,49978,98.0,3.78,3.15,4.35,0.07,343558.14700000006,111,709,12,2082,47,21,59,9.0
9510,22,2018-06-13,0,92,1,2,55666,103.0,2.63,2.69,4.37,0.05,25292.972,196,603,7,2319,42,37,86,6.0
11347,8,2018-06-13,0,88,1,1,30849,101.0,3.14,2.95,4.69,0.03,31.768,202,475,12,1285,33,49,40,6.0
9044,23,2018-06-13,0,80,1,3,46025,92.0,3.68,3.25,4.71,0.03,3147.7490000000003,133,643,8,1917,45,24,80,32.0
11296,6,2018-06-13,0,80,1,1,39014,98.0,3.33,2.8,4.55,0.03,18535.321,167,573,14,1625,40,32,41,3.0
7895,6,2018-06-13,0,88,1,2,40209,102.0,3.6,3.2,4.23,0.15,289068.282,757,489,8,1675,33,105,61,356.0
9454,5,2018-06-13,0,138,1,2,45186,93.0,3.31,2.97,4.49,0.03,14256.069,197,-1,-1,1882,-1,-1,-1,25.0
7011,23,2018-06-13,0,71,1,6,54358,98.0,3.49,3.27,4.46,0.06,8260.376,272,640,8,2264,43,28,80,61.0
11420,8,2018-06-13,0,57,1,1,37816,87.0,3.24,2.83,4.56,0.01,15205.48,172,-1,-1,1575,-1,-1,-1,-1.0
2564,5,2018-06-13,0,93,1,3,44664,100.0,3.3,2.93,4.41,0.06,1383565.7219999998,210,-1,-1,1861,-1,-1,-1,10.0
8341,23,2018-06-13,0,69,1,4,44365,106.0,2.28,2.82,4.5,0.01,0.158,515,391,12,1848,27,106,33,178.0
3873,22,2018-06-14,0,138,1,3,48774,91.0,3.11,2.96,4.55,0.07,138.356,144,718,7,2032,50,19,103,-9.0
9523,23,2018-06-14,0,71,1,2,49911,96.0,2.72,3.32,4.32,0.08,1309.182,230,499,8,2079,35,47,62,12.0
4934,23,2018-06-14,0,72,1,2,40563,92.0,3.15,3.26,4.52,0.05,13867.563999999998,162,895,8,1690,62,17,112,7.0
9983,6,2018-06-14,0,133,1,1,28236,86.0,3.5,3.33,4.55,0.05,276.057,186,589,11,1176,41,29,54,25.0
4296,5,2018-06-14,0,63,1,3,42026,111.0,2.72,2.83,4.43,0.13,43853.08900000001,192,844,13,1751,57,23,65,12.0
11139,6,2018-06-14,0,145,1,1,36055,92.0,3.23,3.01,4.68,0.0,10.839,172,874,12,1502,61,19,73,-3.0
4977,5,2018-06-14,0,77,1,2,38207,91.0,3.31,3.26,4.62,0.04,426.579,181,808,11,1591,56,26,73,8.0
11176,8,2018-06-14,0,191,1,1,35006,95.0,3.04,3.24,4.57,0.01,1766.0379999999998,504,429,5,1458,30,95,86,140.0
8007,12,2018-06-14,0,145,1,4,39815,96.0,3.68,3.15,4.41,0.05,34.753,155,522,12,1658,36,32,44,41.0
6327,22,2018-06-14,0,60,1,2,46988,90.0,2.53,3.08,4.51,0.04,44.463,106,742,8,1957,52,16,93,19.0
8694,23,2018-06-14,0,102,1,3,47609,89.0,4.05,3.26,4.5,0.05,3622.43,337,607,6,1983,42,46,101,12.0
6208,5,2018-06-14,0,69,1,2,47973,91.0,3.29,3.07,4.66,0.03,2172.7,168,-1,-1,1998,-1,-1,-1,14.0
11030,6,2018-06-14,0,81,1,1,46346,94.0,3.26,3.17,4.36,0.06,15100.798,170,445,12,1931,31,43,37,5.0
9596,5,2018-06-14,0,75,1,2,56327,92.0,2.97,3.21,4.42,0.06,74816.962,167,-1,-1,2346,-1,-1,-1,4.0
9251,23,2018-06-14,0,71,1,2,44924,92.0,3.35,2.87,4.68,0.0,18.793,134,781,10,1871,54,19,78,-5.0
2282,23,2018-06-14,0,69,1,2,58485,99.0,2.81,3.04,4.33,0.07,29580.137000000002,144,732,11,2436,51,21,67,7.0
8164,23,2018-06-14,0,68,1,4,52512,98.0,2.71,3.07,4.42,0.05,7046.931,172,718,16,2188,50,27,45,14.0
11406,8,2018-06-14,0,64,1,1,37549,93.0,3.09,3.04,4.47,0.06,3411.929,173,646,12,1564,45,28,54,-6.0
6373,23,2018-06-14,0,81,1,2,49152,91.0,3.14,3.0,4.55,0.02,18836.495,222,622,9,2048,43,37,69,19.0
7667,22,2018-06-14,0,184,1,5,57415,117.0,3.24,3.0,4.17,0.1,255.858,501,823,8,2392,57,22,103,282.0
9494,5,2018-06-14,0,132,1,2,49897,95.0,3.19,2.84,4.59,0.03,549.54,194,-1,-1,2079,-1,-1,-1,34.0
6296,22,2018-06-14,0,152,1,2,51510,87.0,3.78,3.29,4.67,0.04,68.07600000000001,284,727,10,2146,51,33,73,145.0
8754,5,2018-06-14,0,105,1,3,50684,103.0,2.68,3.0,4.15,0.09,68076.964,190,685,6,2111,48,30,114,10.0
5063,22,2018-06-14,0,58,1,2,39293,88.0,3.08,3.37,4.41,0.05,12359.473999999998,122,714,11,1637,54,19,65,2.0
9612,23,2018-06-14,0,80,1,2,45995,97.0,2.76,3.09,4.28,0.06,1051962.631,139,691,11,1916,48,21,63,19.0
11347,8,2018-06-14,0,89,1,1,33320,103.0,3.11,2.98,4.63,0.03,1285.287,187,-1,-1,1388,-1,-1,-1,-5.0
9425,5,2018-06-14,0,67,1,2,47503,89.0,3.5,3.28,4.34,0.07,6.591,158,-1,-1,1979,-1,-1,-1,1.0
9657,23,2018-06-14,0,74,1,2,50134,93.0,2.85,2.87,4.37,0.04,59979.09,153,733,11,2088,51,24,67,9.0
8991,12,2018-06-14,0,73,1,3,53133,102.0,3.08,2.98,4.47,0.05,2612.16,131,442,7,2213,31,34,63,9.0
11392,8,2018-06-14,0,62,1,1,41487,95.0,2.56,2.57,3.79,0.08,1339.6760000000002,142,619,15,1167,43,26,41,-9.0
6248,5,2018-06-14,0,99,1,2,43316,102.0,3.27,2.79,4.45,0.04,28575.895,143,580,7,1804,40,27,83,10.0
9487,5,2018-06-14,0,129,1,2,55510,92.0,2.89,2.93,4.48,0.04,374.11,191,709,11,2312,49,28,64,12.0
9637,5,2018-06-14,0,94,1,2,52945,103.0,2.53,2.54,4.24,0.04,632.4119999999999,202,-1,-1,2206,-1,-1,-1,11.0
11296,6,2018-06-15,0,82,1,1,39538,94.0,3.55,2.86,4.65,0.01,15.595,173,709,15,1647,49,25,47,8.0
9425,5,2018-06-15,0,68,1,2,63166,98.0,3.43,3.4,4.39,0.07,103.75200000000001,160,561,9,2631,39,31,62,9.0
10762,12,2018-06-15,0,77,1,5,51141,102.0,2.48,3.08,4.31,0.08,6966.264,160,376,5,2130,26,51,75,10.0
8991,12,2018-06-15,0,74,1,3,54240,101.0,3.28,3.06,4.52,0.06,1088.93,144,345,6,2260,24,46,58,15.0
6320,22,2018-06-15,0,102,1,7,45577,102.0,3.03,3.38,4.24,0.08,897.428,140,850,8,1899,59,16,106,28.0
9612,23,2018-06-15,0,81,1,2,44109,96.0,2.57,3.1,4.28,0.07,31550.051,130,724,9,1837,50,20,80,15.0
5063,22,2018-06-15,0,59,1,2,38925,88.0,2.99,3.46,4.37,0.06,1674.942,136,803,16,1621,51,20,50,11.0
2282,23,2018-06-15,0,70,1,2,57838,98.0,2.87,3.1,4.38,0.06,34753.607,139,745,11,2409,52,22,68,7.0
7011,23,2018-06-15,0,73,1,6,56564,93.0,3.33,3.41,4.44,0.07,4466.835999999999,151,718,7,2356,50,22,103,11.0
10761,23,2018-06-15,0,96,1,4,56626,109.0,3.12,2.89,4.47,0.04,1412.537,138,571,10,2359,41,26,57,7.0
9657,23,2018-06-15,0,75,1,2,49040,92.0,2.58,2.93,4.34,0.05,432513.511,150,664,10,2043,46,25,66,6.0
6243,22,2018-06-15,0,98,1,2,39967,89.0,3.12,2.86,4.4,0.03,171395.812,150,751,10,1665,52,21,75,35.0
10778,5,2018-06-15,0,76,1,2,53136,92.0,3.59,3.23,4.43,0.04,19275.242,187,-1,-1,2214,-1,-1,-1,15.0
11087,8,2018-06-15,0,148,1,1,39654,92.0,3.58,2.93,4.62,0.03,334.965,253,-1,-1,1170,-1,-1,-1,-1.0
9630,5,2018-06-15,0,69,1,2,52699,95.0,2.83,3.3,4.53,0.04,5482.767,198,652,8,2195,45,30,82,21.0
11176,8,2018-06-15,0,192,1,1,29381,86.0,3.31,3.31,4.46,0.04,134585.945,441,697,13,1224,48,39,54,153.0
8669,23,2018-06-15,0,191,1,3,34845,107.0,4.58,3.38,4.46,0.05,630.957,779,808,12,1451,56,40,67,589.0
4974,5,2018-06-15,0,76,1,2,56561,107.0,2.78,2.47,4.26,0.05,3.3339999999999996,148,-1,-1,2356,-1,-1,-1,14.0
7667,22,2018-06-15,0,185,1,5,51900,109.0,2.72,3.09,4.11,0.07,4375.218,128,838,12,2162,58,19,70,-17.0
9618,12,2018-06-15,0,72,1,2,47777,98.0,3.13,3.43,4.21,0.35,18113.396,260,349,4,1990,24,74,87,25.0
9494,5,2018-06-15,0,133,1,2,48326,91.0,3.37,2.97,4.58,0.05,27352.674,149,-1,-1,2013,-1,-1,-1,-7.0
9510,22,2018-06-15,0,94,1,2,43128,105.0,2.7,2.87,4.46,0.06,9794.903,530,589,14,1797,41,58,42,223.0
8475,23,2018-06-15,0,73,1,4,42958,99.0,3.08,3.03,4.49,0.1,286417.651,173,658,13,1789,46,28,51,10.0
8817,23,2018-06-15,0,86,1,3,47078,94.0,3.88,3.25,4.42,0.07,1782.378,115,775,9,1961,54,16,86,31.0
8341,23,2018-06-15,0,71,1,4,46348,102.0,2.78,2.82,4.25,0.04,10115.796999999999,174,580,15,1931,40,29,39,4.0
